,Duration,Start station number,End station number,Bike number,Member type
973,558,31106,31101,453,1
974,622,31106,31101,776,1
975,490,31200,31205,236,1
976,408,31201,31200,832,1
977,391,31109,31203,909,0
978,254,31101,31110,416,1
979,717,31400,31201,526,1
980,1302,31109,31108,527,1
981,838,31202,31205,473,0
982,684,31109,31604,394,1
983,317,31201,31213,932,1
984,18491,31602,31206,141,0
985,18479,31602,31206,639,0
986,690,31203,31600,191,1
987,436,31205,31213,236,1
988,172,31212,31205,915,0
989,1871,31110,31604,889,0
990,2012,31110,31604,778,0
991,434,31203,31200,229,1
992,564,31103,31200,356,1
993,6026,31205,31006,850,0
994,489,31101,31104,609,1
995,798,31213,31213,932,1
996,242,31103,31104,834,1
997,800,31111,31212,708,1
998,685,31101,31603,459,1
999,2377,31200,31206,905,0
1000,352,31200,31205,494,1
1001,2248,31200,31206,229,0
1002,2184,31200,31206,918,0
1003,232,31104,31103,834,1
1004,330,31208,31208,727,1
1005,757,31104,31105,806,1
1006,912,31104,31111,836,0
1007,487,31212,31203,737,1
1008,424,31007,31010,583,1
1009,442,31213,31100,412,1
1010,1437,31212,31600,467,0
1011,21714,31212,31212,440,0
1012,21679,31212,31212,708,0
1013,455,31204,31100,756,0
1014,3320,31202,31110,763,1
1015,20472,31212,31212,715,0
1016,542,31010,31007,948,1
1017,1044,31600,31600,55,1
1018,682,31205,31201,473,0
1019,111,31000,31002,659,1
1020,405,31205,31200,494,1
1021,412,31105,31207,800,0
1022,848,31002,31000,659,1
1023,3087,31002,31011,230,0
1024,187,31602,31401,452,1
1025,162,31101,31101,776,1
1026,2545,31002,31011,608,0
1027,556,31602,31201,713,1
1028,795,31200,31105,671,1
1029,213,31100,31204,412,1
1030,455,31205,31213,501,1
1031,430,31213,31205,955,0
1032,1048,31207,31200,182,1
1033,441,31200,31203,689,1
1034,618,31212,31201,853,0
1035,740,31107,31106,723,0
1036,1190,31006,31205,875,0
1037,2788,31012,31012,901,0
1038,294,31200,31110,725,1
1039,2504,31012,31012,677,0
1040,434,31203,31200,254,1
1041,711,31105,31500,671,1
1042,1561,31108,31109,527,1
1043,358,31104,31101,609,1
1044,391,31101,31602,941,1
1045,5561,31209,31209,831,0
1046,951,31011,31003,654,0
1047,787,31603,31111,459,1
1048,772,31011,31003,880,0
1049,757,31011,31003,718,0
1050,246,31205,31212,40,0
1051,676,31011,31003,230,0
1052,342,31111,31202,138,1
1053,13152,31213,31213,932,0
1054,439,31204,31213,412,1
1055,2532,31202,31604,138,0
1056,1178,31105,31500,811,1
1057,4556,31011,31002,824,0
1058,799,31101,31205,420,1
1059,4971,31213,31213,412,0
1060,2412,31200,31200,182,0
1061,446,31205,31213,955,0
1062,1714,31600,31212,634,0
1063,611,31212,31111,40,1
1064,445,31200,31204,494,1
1065,1675,31108,31101,226,1
1066,251,31010,31012,583,0
1067,1283,31604,31111,394,0
1068,1547,31205,31213,203,1
1069,1282,31604,31111,778,0
1070,274,31107,31107,528,1
1071,337,31003,31001,848,0
1072,206,31110,31200,656,1
1073,3168,31204,31204,523,0
1074,3767,31000,31000,926,0
1075,499,31111,31203,836,1
1076,3511,31006,31006,451,0
1077,674,31205,31200,358,0
1078,298,31101,31105,226,1
1079,584,31213,31205,203,1
1080,353,31203,31111,836,1
1081,1462,31207,31205,619,1
1082,375,31213,31203,586,1
1083,842,31110,31202,933,1
1084,2185,31200,31200,656,0
1085,2176,31200,31200,182,0
1086,2945,31001,31003,890,0
1087,1321,31200,31200,254,0
1088,317,31202,31111,742,1
1089,2797,31200,31200,388,0
1090,1151,31007,31012,206,0
1091,1220,31600,31204,55,1
1092,423,31200,31205,356,1
1093,3584,31109,31200,464,0
1094,1183,31502,31101,786,1
1095,405,31109,31109,527,1
1096,1092,31205,31104,420,1
1097,1998,31206,31607,905,0
1098,919,31204,31105,239,1
1099,551,31105,31201,177,1
1100,572,31203,31110,909,1
1101,487,31212,31203,634,1
1102,96,31206,31206,690,1
1103,1288,31206,31105,229,1
1104,1111,31603,31502,819,0
1105,808,31104,31205,768,1
1106,234,31200,31200,656,1
1107,381,31200,31101,254,1
1108,647,31212,31101,849,1
1109,1254,31100,31201,756,1
1110,805,31107,31203,525,1
1111,441,31100,31203,693,1
1112,579,31200,31104,358,1
1113,1060,31206,31200,263,0
1114,1061,31206,31200,639,0
1115,643,31604,31203,138,1
1116,1000,31206,31200,421,0
1117,413,31108,31208,193,1
1118,509,31200,31201,656,1
1119,185,31007,31011,864,0
1120,527,31009,31004,630,1
1121,228,31202,31101,350,1
1122,155,31101,31202,254,1
1123,1166,31204,31202,463,1
1124,700,31104,31101,906,0
1125,693,31100,31110,814,1
1126,973,31602,31106,351,1
1127,525,31104,31105,358,0
1128,47023,31003,31003,890,0
1129,1324,31604,31108,904,1
1130,494,31101,31106,823,1
1131,661,31200,31101,464,1
1132,652,31602,31201,81,1
1133,820,31203,31105,278,1
1134,1446,31101,31206,786,1
1135,419,31605,31607,801,1
1136,795,31200,31600,639,0
1137,1469,31205,31006,768,1
1138,535,31009,31007,839,1
1139,349,31103,31106,834,1
1140,366,31213,31203,501,1
1141,901,31111,31104,41,0
1142,705,31212,31201,706,1
1143,1460,31206,31108,690,0
1144,576,31101,31200,609,1
1145,1082,31107,31200,528,0
1146,1563,31605,31500,688,0
1147,1116,31207,31212,649,1
1148,189,31201,31203,177,1
1149,7257,31208,31208,912,0
1150,594,31201,31111,844,1
1151,14508,31201,31101,240,0
1152,590,31203,31203,737,1
1153,560,31203,31203,754,1
1154,276,31106,31104,665,1
1155,2309,31007,31007,839,0
1156,927,31212,31103,795,1
1157,1594,31105,31604,704,1
1158,220,31204,31100,494,1
1159,6426,31209,31209,513,1
1160,309,31601,31601,672,0
1161,528,31203,31200,525,1
1162,467,31205,31200,356,1
1163,412,31213,31200,401,1
1164,752,31101,31401,260,1
1165,908,31101,31206,400,1
1166,8072,31205,31205,875,0
1167,870,31110,31205,725,1
1168,843,31110,31205,763,1
1169,688,31203,31604,454,1
1170,2575,31104,31605,41,1
1171,396,31110,31104,814,1
1172,686,31209,31108,522,1
1173,990,31204,31600,424,1
1174,714,31205,31201,648,1
1175,726,31100,31203,494,1
1176,1972,31209,31200,893,1
1177,537,31105,31200,239,1
1178,551,31105,31201,229,0
1179,326,31111,31202,742,1
1180,525,31105,31201,358,0
1181,804,31605,31208,638,0
1182,823,31600,31204,424,1
1183,329,31201,31212,291,1
1184,736,31600,31203,639,0
1185,794,31200,31205,528,1
1186,364,31105,31104,278,0
1187,463,31101,31200,849,1
1188,7901,31209,31209,56,0
1189,182,31013,31007,914,1
1190,362,31104,31105,420,1
1191,144,31105,31602,226,1
1192,1292,31201,31602,358,1
1193,254,31105,31101,806,1
1194,731,31103,31200,13,1
1195,1421,31605,31100,696,1
1196,11263,31101,31203,776,0
1197,632,31602,31201,226,1
1198,554,31101,31104,791,0
1199,4439,31604,31604,822,0
1200,1273,31212,31400,163,1
1201,384,31201,31111,706,1
1202,1446,31208,31208,193,0
1203,580,31205,31205,528,0
1204,646,31200,31600,182,1
1205,242,31203,31203,501,1
1206,1715,31205,31108,528,0
1207,463,31012,31013,270,1
1208,870,31109,31104,527,1
1209,870,31202,31401,254,1
1210,1011,31208,31108,193,0
1211,654,31602,31202,941,0
1212,103,31203,31201,634,1
1213,1757,31600,31202,467,1
1214,419,31202,31101,159,1
1215,382,31202,31101,463,1
1216,1193,31212,31101,440,1
1217,4561,31108,31605,193,0
1218,467,31101,31109,607,1
1219,228,31200,31212,525,1
1220,1480,31108,31101,690,1
1221,435,31200,31203,388,1
1222,1949,31201,31600,656,1
1223,387,31101,31203,453,1
1224,371,31101,31203,456,1
1225,165,31104,31106,814,1
1226,106,31201,31203,526,1
1227,790,31105,31104,651,1
1228,1842,31400,31207,163,1
1229,764,31604,31202,454,1
1230,1776,31001,31002,866,1
1231,6488,31200,31200,239,0
1232,734,31212,31200,525,1
1233,367,31202,31109,941,1
1234,843,31205,31600,203,1
1235,547,31104,31202,665,1
1236,166,31202,31202,793,1
1237,245,31602,31400,943,1
1238,1534,31100,31605,696,1
1239,872,31401,31602,830,0
1240,392,31105,31107,420,1
1241,428,31111,31201,40,1
1242,428,31111,31201,394,1
1243,435,31401,31602,111,0
1244,764,31110,31202,909,1
1245,772,31110,31202,241,1
1246,3204,31100,31200,614,0
1247,3085,31100,31200,637,0
1248,534,31006,31005,451,0
1249,1497,31006,31006,712,0
1250,480,31202,31214,742,1
1251,1495,31006,31006,879,0
1252,324,31111,31202,778,1
1253,203,31006,31005,768,0
1254,351,31006,31006,807,0
1255,1179,31006,31006,682,0
1256,1178,31006,31006,775,0
1257,1157,31006,31006,850,0
1258,1133,31201,31600,383,0
1259,845,31008,31010,139,1
1260,645,31101,31207,350,1
1261,703,31101,31200,440,0
1262,782,31200,31103,13,1
1263,815,31010,31006,139,1
1264,343,31101,31105,690,0
1265,318,31101,31105,806,0
1266,482,31203,31111,138,1
1267,694,31111,31107,844,1
1268,508,31101,31207,240,1
1269,860,31201,31105,226,1
1270,351,31006,31008,855,1
1271,427,31106,31103,834,1
1272,228,31203,31101,776,1
1273,60,31200,31200,440,1
1274,318,31605,31605,207,1
1275,5281,31204,31204,523,0
1276,157,31205,31205,674,1
1277,187,31203,31202,494,1
1278,169,31203,31202,501,1
1279,4963,31204,31204,55,0
1280,4602,31204,31204,466,0
1281,726,31111,31200,836,1
1282,249,31204,31205,779,1
1283,348,31103,31107,834,1
1284,1309,31605,31109,867,1
1285,577,31600,31203,656,1
1286,3451,31205,31205,875,0
1287,3317,31205,31205,725,0
1288,144,31007,31013,914,1
1289,519,31104,31200,527,0
1290,267,31202,31203,241,1
1291,590,31605,31108,635,0
1292,8636,31212,31212,384,0
1293,8552,31212,31212,708,0
1294,8325,31212,31212,291,0
1295,8339,31212,31212,649,0
1296,575,31200,31204,893,1
1297,320,31106,31104,723,1
1298,304,31203,31213,656,1
1299,715,31203,31104,586,1
1300,1572,31111,31108,459,1
1301,1842,31601,31605,223,1
1302,1776,31601,31605,900,1
1303,528,31401,31101,254,1
1304,991,31605,31604,223,1
1305,713,31605,31601,900,1
1306,978,31607,31108,315,1
1307,1279,31400,31205,943,1
1308,355,31103,31101,13,1
1309,905,31105,31204,226,1
1310,500,31105,31200,690,1
1311,2460,31103,31206,795,1
1312,468,31111,31200,138,1
1313,1157,31600,31204,182,1
1314,624,31203,31604,453,1
1315,745,31107,31111,420,1
1316,530,31106,31101,416,1
1317,108,31202,31203,494,1
1318,769,31201,31110,394,1
1319,396,31207,31101,163,1
1320,669,31101,31212,906,1
1321,765,31105,31203,806,1
1322,577,31604,31213,223,1
1323,543,31110,31203,425,1
1324,1043,31605,31100,696,1
1325,755,31101,31213,463,1
1326,341,31207,31111,240,1
1327,632,31110,31205,817,1
1328,862,31111,31212,869,1
1329,1135,31101,31212,664,1
1330,4358,31107,31007,844,1
1331,341,31201,31213,762,1
1332,243,31801,31802,876,1
1333,902,31204,31105,226,1
1334,1272,31108,31212,904,1
1335,1307,31107,31107,897,1
1336,276,31205,31204,332,1
1337,124,31000,31002,167,1
1338,138,31204,31206,182,0
1339,791,31105,31204,226,1
1340,72,31002,31000,167,1
1341,658,31004,31003,892,0
1342,294,31200,31213,401,1
1343,1183,31003,31010,892,0
1344,22345,31602,31602,358,1
1345,1029,31503,31101,156,1
1346,297,31009,31007,842,0
1347,606,31200,31201,356,1
1348,704,31203,31600,425,1
1349,1268,31007,31212,930,1
1350,2666,31214,31214,742,0
1351,419,31010,31000,719,0
1352,840,31101,31600,464,1
1353,975,31010,31004,292,0
1354,1239,31207,31205,701,1
1355,695,31101,31200,717,1
1356,673,31001,31012,628,0
1357,1379,31201,31201,356,1
1358,32491,31201,31104,713,1
1359,1008,31201,31201,229,1
1360,2679,31100,31100,655,1
1361,2375,31003,31003,874,1
1362,1307,31002,31002,436,0
1363,451,31212,31201,930,1
1364,581,31101,31200,870,1
1365,356,31101,31203,159,1
1366,1231,31104,31200,651,1
1367,894,31104,31205,615,1
1368,478,31201,31600,229,1
1369,574,31108,31605,315,1
1370,828,31213,31213,932,1
1371,463,31203,31213,159,1
1372,1047,31204,31604,893,1
1373,318,31206,31100,400,0
1374,173,31002,31011,659,0
1375,590,31106,31200,351,1
1376,3672,31200,31200,651,0
1377,1712,31212,31007,715,1
1378,3495,31200,31200,239,0
1379,3396,31200,31200,609,0
1380,2711,31500,31106,671,0
1381,664,31203,31104,806,1
1382,491,31605,31108,315,1
1383,325,31009,31003,632,0
1384,2144,31208,31208,912,0
1385,11490,31201,31203,902,0
1386,11350,31201,31203,634,0
1387,782,31201,31204,648,0
1388,1427,31214,31600,2,1
1389,252,31100,31206,400,0
1390,411,31200,31201,614,1
1391,386,31208,31608,638,1
1392,761,31201,31205,853,1
1393,730,31608,31208,638,1
1394,69986,31107,31107,834,0
1395,1925,31106,31101,823,1
1396,4846,31205,31205,943,0
1397,4753,31205,31205,875,0
1398,637,31213,31205,762,0
1399,383,31201,31101,40,1
1400,243,31000,31000,698,1
1401,128,31201,31203,356,1
1402,13578,31101,31203,502,0
1403,13544,31101,31203,13,0
1404,1653,31012,31012,677,0
1405,3246,31212,31212,906,0
1406,2470,31200,31200,717,0
1407,2468,31200,31200,263,0
1408,582,31213,31101,463,1
1409,11242,31101,31202,254,0
1410,592,31104,31200,806,0
1411,614,31607,31607,146,0
1412,503,31101,31201,463,1
1413,395,31205,31200,915,1
1414,1090,31004,31011,858,0
1415,929,31606,31108,645,1
1416,111,31002,31003,866,0
1417,755,31004,31011,303,0
1418,2556,31604,31205,889,0
1419,2541,31604,31205,747,0
1420,533,31204,31213,226,1
1421,576,31203,31205,639,1
1422,314,31607,31607,146,0
1423,165,31205,31204,779,1
1424,4355,31607,31600,204,0
1425,4262,31607,31600,146,0
1426,4186,31607,31600,12,0
1427,1781,31401,31602,694,1
1428,678,31200,31105,717,1
1429,848,31204,31600,779,1
1430,981,31101,31110,299,1
1431,398,31201,31213,614,1
1432,8665,31201,31200,756,0
1433,573,31101,31200,163,0
1434,601,31205,31201,725,1
1435,493,31200,31111,915,1
1436,476,31110,31201,299,1
1437,212,31602,31401,694,1
1438,1250,31300,31103,497,1
1439,1011,31600,31204,736,1
1440,1658,31602,31602,526,0
1441,359,31200,31201,138,1
1442,2599,31205,31105,763,0
1443,2610,31205,31105,762,0
1444,1070,31502,31604,603,1
1445,488,31011,31004,608,0
1446,429,31011,31004,864,0
1447,674,31203,31101,456,1
1448,430,31111,31201,311,1
1449,523,31203,31205,388,1
1450,6050,31008,31008,855,0
1451,6058,31008,31008,873,0
1452,576,31006,31001,748,1
1453,1404,31206,31111,182,1
1454,3970,31213,31200,614,0
1455,759,31602,31214,111,1
1456,365,31204,31100,736,1
1457,535,31101,31602,776,1
1458,393,31105,31401,762,0
1459,378,31105,31401,6,0
1460,5046,31107,31201,159,0
1461,4841,31107,31201,656,0
1462,4798,31107,31201,932,0
1463,128,31200,31200,440,1
1464,6743,31204,31204,332,0
1465,357,31213,31203,236,1
1466,335,31007,31009,842,0
1467,6400,31204,31204,55,0
1468,1069,31605,31605,193,1
1469,3120,31206,31600,786,0
1470,756,31100,31212,696,0
1471,600,31201,31111,463,0
1472,3350,31201,31106,299,0
1473,842,31111,31107,420,1
1474,1248,31212,31108,906,1
1475,923,31108,31607,315,1
1476,834,31104,31213,723,1
1477,308,31111,31101,463,0
1478,224,31204,31205,523,1
1479,550,31010,31002,679,0
1480,402,31207,31400,350,1
1481,903,31600,31200,94,1
1482,2214,31208,31213,912,0
1483,337,31012,31013,950,1
1484,5267,31205,31608,639,0
1485,365,31213,31201,223,1
1486,1356,31206,31503,795,0
1487,853,31204,31105,424,1
1488,2135,31206,31607,400,0
1489,371,31107,31602,412,1
1490,990,31100,31101,728,1
1491,482,31008,31001,857,0
1492,962,31212,31600,384,1
1493,397,31105,31201,763,0
1494,1551,31108,31207,459,1
1495,548,31200,31201,806,1
1496,404,31608,31605,730,1
1497,447,31201,31111,725,1
1498,5066,31200,31111,637,0
1499,231,31602,31107,644,1
1500,324,31200,31201,756,1
1501,2052,31502,31502,663,1
1502,1167,31205,31205,619,0
1503,1142,31205,31205,388,0
1504,801,31101,31212,156,1
1505,652,31101,31600,728,1
1506,1409,31206,31109,141,0
1507,319,31400,31602,861,1
1508,855,31213,31201,955,1
1509,811,31213,31201,226,0
1510,1585,31213,31607,723,1
1511,1014,31604,31208,603,1
1512,256,31007,31011,839,1
1513,905,31600,31101,383,1
1514,463,31009,31007,413,0
1515,1590,31205,31006,899,1
1516,462,31009,31007,732,0
1517,3360,31203,31203,902,1
1518,487,31212,31205,904,0
1519,305,31100,31204,736,1
1520,999,31202,31109,467,0
1521,2454,31213,31013,912,0
1522,784,31101,31600,463,1
1523,7927,31007,31013,732,0
1524,535,31111,31203,240,1
1525,623,31104,31200,791,1
1526,2750,31104,31106,310,0
1527,2727,31104,31106,278,0
1528,981,31206,31605,918,0
1529,662,31101,31401,40,1
1530,1241,31400,31203,32,1
1531,1122,31600,31105,2,1
1532,1261,31100,31600,47,1
1533,637,31600,31214,464,1
1534,1017,31400,31110,845,0
1535,5794,31602,31604,526,0
1536,5757,31602,31604,358,0
1537,467,31200,31203,440,1
1538,531,31203,31111,240,1
1539,110,31106,31106,475,1
1540,511,31203,31600,356,1
1541,2087,31200,31500,263,0
1542,491,31106,31103,299,0
1543,1387,31105,31200,717,0
1544,171,31106,31106,416,1
1545,380,31104,31200,586,1
1546,894,31213,31106,401,1
1547,1563,31107,31600,797,0
1548,2879,31200,31209,527,0
1549,838,31400,31101,729,1
1550,788,31400,31101,350,1
1551,966,31200,31600,239,1
1552,2674,31200,31209,163,0
1553,848,31103,31203,690,1
1554,841,31103,31203,924,1
1555,1028,31600,31101,477,0
1556,1200,31205,31101,523,1
1557,1795,31603,31603,391,1
1558,1240,31203,31604,236,1
1559,717,31201,31104,226,1
1560,1148,31604,31502,893,1
1561,422,31000,31010,167,0
1562,156,31203,31202,690,1
1563,310,31105,31101,188,1
1564,838,31400,31104,929,0
1565,874,31204,31111,687,1
1566,239,31111,31109,399,0
1567,1338,31101,31205,523,1
1568,595,31203,31111,902,1
1569,867,31107,31203,897,1
1570,973,31604,31608,236,1
1571,2708,31212,31212,708,0
1572,373,31608,31108,639,0
1573,603,31214,31101,111,1
1574,532,31003,31006,866,0
1575,2487,31212,31212,291,0
1576,2445,31212,31212,156,0
1577,1077,31111,31200,637,0
1578,2414,31212,31212,649,0
1579,467,31101,31110,188,1
1580,626,31103,31111,743,1
1581,772,31111,31110,725,1
1582,246,31203,31203,32,1
1583,1138,31214,31100,721,0
1584,1414,31200,31108,717,1
1585,1399,31200,31108,791,1
1586,7249,31604,31605,176,0
1587,7244,31604,31605,358,0
1588,7144,31604,31605,822,0
1589,175,31602,31602,343,1
1590,1046,31205,31103,674,1
1591,376,31005,31003,451,0
1592,1182,31103,31111,651,0
1593,515,31108,31605,717,1
1594,433,31010,31002,892,0
1595,458,31007,31009,844,0
1596,441,31007,31009,413,0
1597,1051,31101,31101,350,1
1598,838,31006,31006,682,0
1599,831,31006,31006,899,0
1600,1052,31107,31203,420,1
1601,990,31107,31203,351,1
1602,493,31006,31006,139,0
1603,5438,31205,31205,875,0
1604,5210,31205,31205,523,0
1605,3276,31108,31108,635,0
1606,3246,31108,31108,639,0
1607,3076,31108,31108,791,0
1608,3147,31108,31108,446,0
1609,3064,31212,31007,291,0
1610,469,31503,31111,621,1
1611,425,31203,31101,351,1
1612,205,31101,31202,729,1
1613,569,31212,31201,156,1
1614,247,31103,31104,870,1
1615,240,31103,31104,674,1
1616,2266,31007,31007,715,0
1617,285,31202,31111,690,1
1618,1954,31007,31007,948,0
1619,850,31604,31604,453,1
1620,2245,31205,31400,388,1
1621,460,31401,31602,452,0
1622,298,31101,31203,351,1
1623,195,31111,31101,690,1
1624,3589,31605,31607,176,0
1625,3590,31605,31607,460,0
1626,3547,31605,31607,822,0
1627,585,31602,31400,452,0
1628,878,31100,31214,721,0
1629,871,31209,31606,831,0
1630,877,31209,31606,513,0
1631,2443,31205,31205,619,0
1632,717,31202,31207,729,1
1633,1121,31203,31300,420,1
1634,1636,31111,31101,743,0
1635,1612,31111,31101,902,0
1636,2848,31400,31400,452,0
1637,1285,31111,31101,915,0
1638,1042,31101,31101,111,1
1639,427,31006,31006,899,0
1640,5050,31013,31212,914,0
1641,924,31604,31101,526,1
1642,444,31013,31013,950,0
1643,654,31602,31401,776,0
1644,364,31602,31401,830,0
1645,4122,31013,31212,732,0
1646,3908,31013,31212,270,0
1647,417,31401,31602,40,1
1648,160,31204,31205,55,1
1649,653,31100,31604,655,1
1650,1485,31604,31107,453,0
1651,1872,31214,31214,721,0
1652,1707,31214,31214,464,0
1653,303,31111,31111,706,1
1654,662,31600,31203,356,1
1655,587,31600,31600,425,1
1656,1491,31104,31103,713,1
1657,1487,31104,31103,674,1
1658,529,31101,31111,743,0
1659,456,31101,31111,915,0
1660,404,31101,31111,526,0
1661,2329,31001,31202,748,1
1662,273,31111,31202,240,1
1663,1755,31111,31109,651,1
1664,382,31200,31203,637,1
1665,339,31214,31101,464,0
1666,980,31109,31400,651,1
1667,1833,31105,31204,424,0
1668,1641,31105,31204,2,0
1669,2907,31703,31703,881,0
1670,695,31010,31007,167,0
1671,582,31010,31007,78,0
1672,2221,31600,31200,341,0
1673,1947,31110,31302,394,0
1674,5372,31205,31205,875,0
1675,5059,31205,31205,523,0
1676,1500,31108,31108,791,0
1677,4773,31205,31205,55,0
1678,304,31400,31602,452,1
1679,121,31600,31604,779,0
1680,1367,31601,31208,828,0
1681,2031,31302,31302,508,0
1682,231,31602,31400,452,1
1683,2865,31105,31105,750,0
1684,831,31203,31603,351,1
1685,1173,31207,31205,895,1
